r,t,y,NumberOfNewTechnologyUnits
"Atlantis_00A","NG_IND",2028,0
"Atlantis_00A","NG_IND",2029,0
"Atlantis_00A","NG_IND",2030,0
"Atlantis_00A","NG_IND",2031,0
"Atlantis_00A","NG_IND",2032,0
"Atlantis_00A","NG_IND",2033,0
"Atlantis_00A","NG_IND",2034,0
"Atlantis_00A","NG_IND",2035,0
"Atlantis_00A","NG_IND",2036,0
"Atlantis_00A","NG_IND",2037,0
"Atlantis_00A","NG_IND",2038,0
"Atlantis_00A","NG_IND",2039,0
"Atlantis_00A","NG_IND",2040,0
"Atlantis_00A","NG_IND",2041,0
"Atlantis_00A","NG_IND",2042,0
"Atlantis_00A","NG_IND",2043,0
"Atlantis_00A","NG_IND",2044,0
"Atlantis_00A","NG_IND",2045,0
"Atlantis_00A","NG_IND",2046,0
"Atlantis_00A","NG_IND",2047,0
"Atlantis_00A","NG_IND",2048,0
"Atlantis_00A","NG_IND",2049,0
"Atlantis_00A","NG_IND",2050,0
"Atlantis_00A","NG_IND",2051,0
"Atlantis_00A","NG_IND",2052,0
"Atlantis_00A","NG_IND",2053,0
"Atlantis_00A","NG_IND",2054,0
"Atlantis_00A","NG_IND",2055,0
"Atlantis_00A","NG_OTH",2014,0
"Atlantis_00A","NG_OTH",2015,0
"Atlantis_00A","NG_OTH",2016,0
"Atlantis_00A","NG_OTH",2017,0
"Atlantis_00A","NG_OTH",2018,0
"Atlantis_00A","NG_OTH",2019,0
"Atlantis_00A","NG_OTH",2020,0
"Atlantis_00A","NG_OTH",2021,0
"Atlantis_00A","NG_OTH",2022,0
"Atlantis_00A","NG_OTH",2023,0
"Atlantis_00A","NG_OTH",2024,0
"Atlantis_00A","NG_OTH",2025,0
"Atlantis_00A","NG_OTH",2026,0
"Atlantis_00A","NG_OTH",2027,0
"Atlantis_00A","NG_OTH",2028,0
"Atlantis_00A","NG_OTH",2029,0
"Atlantis_00A","NG_OTH",2030,0
"Atlantis_00A","NG_OTH",2031,0
"Atlantis_00A","NG_OTH",2032,0
"Atlantis_00A","NG_OTH",2033,0
"Atlantis_00A","NG_OTH",2034,0
"Atlantis_00A","NG_OTH",2035,0
"Atlantis_00A","NG_OTH",2036,0
"Atlantis_00A","NG_OTH",2037,0
"Atlantis_00A","NG_OTH",2038,0
"Atlantis_00A","NG_OTH",2039,0
"Atlantis_00A","NG_OTH",2040,0
"Atlantis_00A","NG_OTH",2041,0
"Atlantis_00A","NG_OTH",2042,0
"Atlantis_00A","NG_OTH",2043,0
"Atlantis_00A","NG_OTH",2044,0
"Atlantis_00A","NG_OTH",2045,0
"Atlantis_00A","NG_OTH",2046,0
"Atlantis_00A","NG_OTH",2047,0
"Atlantis_00A","NG_OTH",2048,0
"Atlantis_00A","NG_OTH",2049,0
"Atlantis_00A","NG_OTH",2050,0
"Atlantis_00A","NG_OTH",2051,0
"Atlantis_00A","NG_OTH",2052,0
"Atlantis_00A","NG_OTH",2053,0
"Atlantis_00A","NG_OTH",2054,0
"Atlantis_00A","NG_OTH",2055,0
"Atlantis_00A","NG_RES",2014,0
"Atlantis_00A","NG_RES",2015,0
"Atlantis_00A","NG_RES",2016,0
"Atlantis_00A","NG_RES",2017,0
"Atlantis_00A","NG_RES",2018,0
"Atlantis_00A","NG_RES",2019,0
"Atlantis_00A","NG_RES",2020,0
"Atlantis_00A","NG_RES",2021,0
"Atlantis_00A","NG_RES",2022,0
"Atlantis_00A","NG_RES",2023,0
"Atlantis_00A","NG_RES",2024,0
"Atlantis_00A","NG_RES",2025,0
"Atlantis_00A","NG_RES",2026,0
"Atlantis_00A","NG_RES",2027,0
"Atlantis_00A","NG_RES",2028,0
"Atlantis_00A","NG_RES",2029,0
"Atlantis_00A","NG_RES",2030,0
"Atlantis_00A","NG_RES",2031,0
"Atlantis_00A","NG_RES",2032,0
"Atlantis_00A","NG_RES",2033,0
"Atlantis_00A","NG_RES",2034,0
"Atlantis_00A","NG_RES",2035,0
"Atlantis_00A","NG_RES",2036,0
"Atlantis_00A","NG_RES",2037,0
"Atlantis_00A","NG_RES",2038,0
"Atlantis_00A","NG_RES",2039,0
"Atlantis_00A","NG_RES",2040,0
"Atlantis_00A","NG_RES",2041,0
"Atlantis_00A","NG_RES",2042,0
"Atlantis_00A","NG_RES",2043,0
"Atlantis_00A","NG_RES",2044,0
"Atlantis_00A","NG_RES",2045,0
"Atlantis_00A","NG_RES",2046,0
"Atlantis_00A","NG_RES",2047,0
"Atlantis_00A","NG_RES",2048,0
"Atlantis_00A","NG_RES",2049,0
"Atlantis_00A","NG_RES",2050,0
"Atlantis_00A","NG_RES",2051,0
"Atlantis_00A","NG_RES",2052,0
"Atlantis_00A","NG_RES",2053,0
"Atlantis_00A","NG_RES",2054,0
"Atlantis_00A","NG_RES",2055,0
"Atlantis_00A","NG_SER",2014,0
"Atlantis_00A","NG_SER",2015,0
"Atlantis_00A","NG_SER",2016,0
"Atlantis_00A","NG_SER",2017,0
"Atlantis_00A","NG_SER",2018,0
"Atlantis_00A","NG_SER",2019,0
"Atlantis_00A","NG_SER",2020,0
"Atlantis_00A","NG_SER",2021,0
"Atlantis_00A","NG_SER",2022,0
"Atlantis_00A","NG_SER",2023,0
"Atlantis_00A","NG_SER",2024,0
"Atlantis_00A","NG_SER",2025,0
"Atlantis_00A","NG_SER",2026,0
"Atlantis_00A","NG_SER",2027,0
"Atlantis_00A","NG_SER",2028,0
"Atlantis_00A","NG_SER",2029,0
"Atlantis_00A","NG_SER",2030,0
"Atlantis_00A","NG_SER",2031,0
"Atlantis_00A","NG_SER",2032,0
"Atlantis_00A","NG_SER",2033,0
"Atlantis_00A","NG_SER",2034,0
"Atlantis_00A","NG_SER",2035,0
"Atlantis_00A","NG_SER",2036,0
"Atlantis_00A","NG_SER",2037,0
"Atlantis_00A","NG_SER",2038,0
"Atlantis_00A","NG_SER",2039,0
"Atlantis_00A","NG_SER",2040,0
"Atlantis_00A","NG_SER",2041,0
"Atlantis_00A","NG_SER",2042,0
"Atlantis_00A","NG_SER",2043,0
"Atlantis_00A","NG_SER",2044,0
"Atlantis_00A","NG_SER",2045,0
"Atlantis_00A","NG_SER",2046,0
"Atlantis_00A","NG_SER",2047,0
"Atlantis_00A","NG_SER",2048,0
"Atlantis_00A","NG_SER",2049,0
"Atlantis_00A","NG_SER",2050,0
"Atlantis_00A","NG_SER",2051,0
"Atlantis_00A","NG_SER",2052,0
"Atlantis_00A","NG_SER",2053,0
"Atlantis_00A","NG_SER",2054,0
"Atlantis_00A","NG_SER",2055,0
"Atlantis_00A","NG_TRA",2014,0
"Atlantis_00A","NG_TRA",2015,0
"Atlantis_00A","NG_TRA",2016,0
"Atlantis_00A","NG_TRA",2017,0
"Atlantis_00A","NG_TRA",2018,0
"Atlantis_00A","NG_TRA",2019,0
"Atlantis_00A","NG_TRA",2020,0
"Atlantis_00A","NG_TRA",2021,0
"Atlantis_00A","NG_TRA",2022,0
"Atlantis_00A","NG_TRA",2023,0
"Atlantis_00A","NG_TRA",2024,0
"Atlantis_00A","NG_TRA",2025,0
"Atlantis_00A","NG_TRA",2026,0
"Atlantis_00A","NG_TRA",2027,0
"Atlantis_00A","NG_TRA",2028,0
"Atlantis_00A","NG_TRA",2029,0
"Atlantis_00A","NG_TRA",2030,0
"Atlantis_00A","NG_TRA",2031,0
"Atlantis_00A","NG_TRA",2032,0
"Atlantis_00A","NG_TRA",2033,0
"Atlantis_00A","NG_TRA",2034,0
"Atlantis_00A","NG_TRA",2035,0
"Atlantis_00A","NG_TRA",2036,0
"Atlantis_00A","NG_TRA",2037,0
"Atlantis_00A","NG_TRA",2038,0
"Atlantis_00A","NG_TRA",2039,0
"Atlantis_00A","NG_TRA",2040,0
"Atlantis_00A","NG_TRA",2041,0
"Atlantis_00A","NG_TRA",2042,0
"Atlantis_00A","NG_TRA",2043,0
"Atlantis_00A","NG_TRA",2044,0
"Atlantis_00A","NG_TRA",2045,0
"Atlantis_00A","NG_TRA",2046,0
"Atlantis_00A","NG_TRA",2047,0
"Atlantis_00A","NG_TRA",2048,0
"Atlantis_00A","NG_TRA",2049,0
"Atlantis_00A","NG_TRA",2050,0
"Atlantis_00A","NG_TRA",2051,0
"Atlantis_00A","NG_TRA",2052,0
"Atlantis_00A","NG_TRA",2053,0
"Atlantis_00A","NG_TRA",2054,0
"Atlantis_00A","NG_TRA",2055,0
"Atlantis_00A","NGCC",2014,0
"Atlantis_00A","NGCC",2015,0
"Atlantis_00A","NGCC",2016,0
"Atlantis_00A","NGCC",2017,0
"Atlantis_00A","NGCC",2018,0
"Atlantis_00A","NGCC",2019,0
"Atlantis_00A","NGCC",2020,0
"Atlantis_00A","NGCC",2021,0
"Atlantis_00A","NGCC",2022,0
"Atlantis_00A","NGCC",2023,0
"Atlantis_00A","NGCC",2024,0
"Atlantis_00A","NGCC",2025,0
"Atlantis_00A","NGCC",2026,0
"Atlantis_00A","NGCC",2027,0
"Atlantis_00A","NGCC",2028,0
"Atlantis_00A","NGCC",2029,0
"Atlantis_00A","NGCC",2030,0
"Atlantis_00A","NGCC",2031,0
"Atlantis_00A","NGCC",2032,0
"Atlantis_00A","NGCC",2033,0
"Atlantis_00A","NGCC",2034,0
"Atlantis_00A","NGCC",2035,0
"Atlantis_00A","NGCC",2036,0
"Atlantis_00A","NGCC",2037,0
"Atlantis_00A","NGCC",2038,0
"Atlantis_00A","NGCC",2039,0
"Atlantis_00A","NGCC",2040,0
"Atlantis_00A","NGCC",2041,0
"Atlantis_00A","NGCC",2042,0
"Atlantis_00A","NGCC",2043,0
"Atlantis_00A","NGCC",2044,0
"Atlantis_00A","NGCC",2045,0
"Atlantis_00A","NGCC",2046,0
"Atlantis_00A","NGCC",2047,0
"Atlantis_00A","NGCC",2048,0
"Atlantis_00A","NGCC",2049,0
"Atlantis_00A","NGCC",2050,0
"Atlantis_00A","NGCC",2051,0
"Atlantis_00A","NGCC",2052,0
"Atlantis_00A","NGCC",2053,0
"Atlantis_00A","NGCC",2054,0
"Atlantis_00A","NGCC",2055,0
"Atlantis_00A","NGSC",2014,0
"Atlantis_00A","NGSC",2015,0
"Atlantis_00A","NGSC",2016,0
"Atlantis_00A","NGSC",2017,0
"Atlantis_00A","NGSC",2018,0
"Atlantis_00A","NGSC",2019,0
"Atlantis_00A","NGSC",2020,0
"Atlantis_00A","NGSC",2021,0
"Atlantis_00A","NGSC",2022,0
"Atlantis_00A","NGSC",2023,0
"Atlantis_00A","NGSC",2024,0
"Atlantis_00A","NGSC",2025,0
"Atlantis_00A","NGSC",2026,0
"Atlantis_00A","NGSC",2027,0
"Atlantis_00A","NGSC",2028,0
"Atlantis_00A","NGSC",2029,0
"Atlantis_00A","NGSC",2030,0
"Atlantis_00A","NGSC",2031,0
"Atlantis_00A","NGSC",2032,0
"Atlantis_00A","NGSC",2033,0
"Atlantis_00A","NGSC",2034,0
"Atlantis_00A","NGSC",2035,0
"Atlantis_00A","NGSC",2036,0
"Atlantis_00A","NGSC",2037,0
"Atlantis_00A","NGSC",2038,0
"Atlantis_00A","NGSC",2039,0
"Atlantis_00A","NGSC",2040,0
"Atlantis_00A","NGSC",2041,0
"Atlantis_00A","NGSC",2042,0
"Atlantis_00A","NGSC",2043,0
"Atlantis_00A","NGSC",2044,0
"Atlantis_00A","NGSC",2045,0
"Atlantis_00A","NGSC",2046,0
"Atlantis_00A","NGSC",2047,0
"Atlantis_00A","NGSC",2048,0
"Atlantis_00A","NGSC",2049,0
"Atlantis_00A","NGSC",2050,0
"Atlantis_00A","NGSC",2051,0
"Atlantis_00A","NGSC",2052,0
"Atlantis_00A","NGSC",2053,0
"Atlantis_00A","NGSC",2054,0
"Atlantis_00A","NGSC",2055,0
"Atlantis_00A","PV_ROF",2014,0
"Atlantis_00A","PV_ROF",2015,0
"Atlantis_00A","PV_ROF",2016,0
"Atlantis_00A","PV_ROF",2017,0
"Atlantis_00A","PV_ROF",2018,0
"Atlantis_00A","PV_ROF",2019,0
"Atlantis_00A","PV_ROF",2020,0
"Atlantis_00A","PV_ROF",2021,0
"Atlantis_00A","PV_ROF",2022,0
"Atlantis_00A","PV_ROF",2023,0
"Atlantis_00A","PV_ROF",2024,0
"Atlantis_00A","PV_ROF",2025,0
"Atlantis_00A","PV_ROF",2026,0
"Atlantis_00A","PV_ROF",2027,0
"Atlantis_00A","PV_ROF",2028,0
"Atlantis_00A","PV_ROF",2029,0
"Atlantis_00A","PV_ROF",2030,0
"Atlantis_00A","PV_ROF",2031,0
"Atlantis_00A","PV_ROF",2032,0
"Atlantis_00A","PV_ROF",2033,0
"Atlantis_00A","PV_ROF",2034,0
"Atlantis_00A","PV_ROF",2035,0
"Atlantis_00A","PV_ROF",2036,0
"Atlantis_00A","PV_ROF",2037,0
"Atlantis_00A","PV_ROF",2038,0
"Atlantis_00A","PV_ROF",2039,0
"Atlantis_00A","PV_ROF",2040,0
"Atlantis_00A","PV_ROF",2041,0
"Atlantis_00A","PV_ROF",2042,0
"Atlantis_00A","PV_ROF",2043,0
"Atlantis_00A","PV_ROF",2044,0
"Atlantis_00A","PV_ROF",2045,0
"Atlantis_00A","PV_ROF",2046,0
"Atlantis_00A","PV_ROF",2047,0
"Atlantis_00A","PV_ROF",2048,0
"Atlantis_00A","PV_ROF",2049,0
"Atlantis_00A","PV_ROF",2050,0
"Atlantis_00A","PV_ROF",2051,0
"Atlantis_00A","PV_ROF",2052,0
"Atlantis_00A","PV_ROF",2053,0
"Atlantis_00A","PV_ROF",2054,0
"Atlantis_00A","PV_ROF",2055,0
"Atlantis_00A","PV_UTL",2014,0
"Atlantis_00A","PV_UTL",2015,0
"Atlantis_00A","PV_UTL",2016,0
"Atlantis_00A","PV_UTL",2017,0
"Atlantis_00A","PV_UTL",2018,0
"Atlantis_00A","PV_UTL",2019,0
"Atlantis_00A","PV_UTL",2020,0
"Atlantis_00A","PV_UTL",2021,0
"Atlantis_00A","PV_UTL",2022,0
"Atlantis_00A","PV_UTL",2023,0
"Atlantis_00A","PV_UTL",2024,0
"Atlantis_00A","PV_UTL",2025,0
"Atlantis_00A","PV_UTL",2026,0
"Atlantis_00A","PV_UTL",2027,0
"Atlantis_00A","PV_UTL",2028,0
"Atlantis_00A","PV_UTL",2029,0
"Atlantis_00A","PV_UTL",2030,0
"Atlantis_00A","PV_UTL",2031,0
"Atlantis_00A","PV_UTL",2032,0
"Atlantis_00A","PV_UTL",2033,0
"Atlantis_00A","PV_UTL",2034,0
"Atlantis_00A","PV_UTL",2035,0
"Atlantis_00A","PV_UTL",2036,0
"Atlantis_00A","PV_UTL",2037,0
"Atlantis_00A","PV_UTL",2038,0
"Atlantis_00A","PV_UTL",2039,0
"Atlantis_00A","PV_UTL",2040,0
"Atlantis_00A","PV_UTL",2041,0
"Atlantis_00A","PV_UTL",2042,0
"Atlantis_00A","PV_UTL",2043,0
"Atlantis_00A","PV_UTL",2044,0
"Atlantis_00A","PV_UTL",2045,0
"Atlantis_00A","PV_UTL",2046,0
"Atlantis_00A","PV_UTL",2047,0
"Atlantis_00A","PV_UTL",2048,0
"Atlantis_00A","PV_UTL",2049,0
"Atlantis_00A","PV_UTL",2050,0
"Atlantis_00A","PV_UTL",2051,0
"Atlantis_00A","PV_UTL",2052,0
"Atlantis_00A","PV_UTL",2053,0
"Atlantis_00A","PV_UTL",2054,0
"Atlantis_00A","PV_UTL",2055,0
"Atlantis_00A","TRANS",2014,0
"Atlantis_00A","TRANS",2015,0
"Atlantis_00A","TRANS",2016,0
"Atlantis_00A","TRANS",2017,0
"Atlantis_00A","TRANS",2018,0
"Atlantis_00A","TRANS",2019,0
"Atlantis_00A","TRANS",2020,0
"Atlantis_00A","TRANS",2021,0
"Atlantis_00A","TRANS",2022,0
"Atlantis_00A","TRANS",2023,0
"Atlantis_00A","TRANS",2024,0
"Atlantis_00A","TRANS",2025,0
"Atlantis_00A","TRANS",2026,0
"Atlantis_00A","TRANS",2027,0
"Atlantis_00A","TRANS",2028,0
"Atlantis_00A","TRANS",2029,0
"Atlantis_00A","TRANS",2030,0
"Atlantis_00A","TRANS",2031,0
"Atlantis_00A","TRANS",2032,0
"Atlantis_00A","TRANS",2033,0
"Atlantis_00A","TRANS",2034,0
"Atlantis_00A","TRANS",2035,0
"Atlantis_00A","TRANS",2036,0
"Atlantis_00A","TRANS",2037,0
"Atlantis_00A","TRANS",2038,0
"Atlantis_00A","TRANS",2039,0
"Atlantis_00A","TRANS",2040,0
"Atlantis_00A","TRANS",2041,0
"Atlantis_00A","TRANS",2042,0
"Atlantis_00A","TRANS",2043,0
"Atlantis_00A","TRANS",2044,0
"Atlantis_00A","TRANS",2045,0
"Atlantis_00A","TRANS",2046,0
"Atlantis_00A","TRANS",2047,0
"Atlantis_00A","TRANS",2048,0
"Atlantis_00A","TRANS",2049,0
"Atlantis_00A","TRANS",2050,0
"Atlantis_00A","TRANS",2051,0
"Atlantis_00A","TRANS",2052,0
"Atlantis_00A","TRANS",2053,0
"Atlantis_00A","TRANS",2054,0
"Atlantis_00A","TRANS",2055,0
"Atlantis_00A","WIND",2014,0
"Atlantis_00A","WIND",2015,0
"Atlantis_00A","WIND",2016,0
"Atlantis_00A","WIND",2017,0
"Atlantis_00A","WIND",2018,0
"Atlantis_00A","WIND",2019,0
"Atlantis_00A","WIND",2020,0
"Atlantis_00A","WIND",2021,0
"Atlantis_00A","WIND",2022,0
"Atlantis_00A","WIND",2023,0
"Atlantis_00A","WIND",2024,0
"Atlantis_00A","WIND",2025,0
"Atlantis_00A","WIND",2026,0
"Atlantis_00A","WIND",2027,0
"Atlantis_00A","WIND",2028,0
"Atlantis_00A","WIND",2029,0
"Atlantis_00A","WIND",2030,0
"Atlantis_00A","WIND",2031,0
"Atlantis_00A","WIND",2032,0
"Atlantis_00A","WIND",2033,0
"Atlantis_00A","WIND",2034,0
"Atlantis_00A","WIND",2035,0
"Atlantis_00A","WIND",2036,0
"Atlantis_00A","WIND",2037,0
"Atlantis_00A","WIND",2038,0
"Atlantis_00A","WIND",2039,0
"Atlantis_00A","WIND",2040,0
"Atlantis_00A","WIND",2041,0
"Atlantis_00A","WIND",2042,0
"Atlantis_00A","WIND",2043,0
"Atlantis_00A","WIND",2044,0
"Atlantis_00A","WIND",2045,0
"Atlantis_00A","WIND",2046,0
"Atlantis_00A","WIND",2047,0
"Atlantis_00A","WIND",2048,0
"Atlantis_00A","WIND",2049,0
"Atlantis_00A","WIND",2050,0
"Atlantis_00A","WIND",2051,0
"Atlantis_00A","WIND",2052,0
"Atlantis_00A","WIND",2053,0
"Atlantis_00A","WIND",2054,0
"Atlantis_00A","WIND",2055,0
